v2,v3,v5,v6,v7,v10,v13,v14,v17,v1_b,v4_y,v8_t,v9_t,v11_t,v12_p,v12_s,classLabel_yes.
0.0,0.09230769230769234,0.011223984752816558,-0.27471019537681507,1.5,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,0,1,1,1,0,0,0,0,0
1.092941176470588,-0.43076923076923074,-0.0362405545671779,-0.37781389540367144,0.2222222222222222,-0.16666666666666666,0.7773722627737226,0.7350790280726587,1,0,0,1,1,0,0,0,1
0.29411764705882354,-0.47692307692307684,0.07494690024972847,0.46874009383530874,-0.3055555555555556,-0.3333333333333333,0.656934306569343,-0.06510969568294409,1,0,0,0,0,0,0,0,1
0.9605882352941175,0.523076923076923,-0.36053846564507064,-1.3816628039507723,2.7222222222222223,-0.16666666666666666,-0.11678832116788321,1.7806086341118188,1,1,0,1,1,1,0,0,1
0.2647058823529412,-0.39507692307692305,0.0827349705108535,-0.49959016872292933,1.0555555555555556,-0.3333333333333333,0.16058394160583941,29.41448454824251,1,1,0,1,0,1,0,0,1
-0.21588235294117658,-0.4153846153846153,-0.7008651918795614,-0.16317915661964943,-0.15777777777777777,-0.3333333333333333,0.145985401459854,5.422977117244633,1,0,0,1,0,1,0,0,1
-0.11764705882352941,-0.30769230769230765,0.30408433727072803,0.6223656333788609,-0.16666666666666666,0.5,0.145985401459854,5.3446567586694975,1,1,1,1,1,1,0,0,1
1.166470588235294,0.0,0.12376162127500819,1.7168974999660005,-0.3611111111111111,-0.3333333333333333,0.38321167883211676,-0.10662892191554611,1,1,0,1,0,1,0,0,1
0.5147058823529411,-0.27199999999999996,0.5222154695402427,-0.36493031113442764,-0.38,-0.3333333333333333,1.0218978102189782,5.366359990563812,1,1,0,1,0,1,0,0,1
-0.6276470588235296,-0.5027692307692306,0.21883603755156686,0.1956722603815735,-0.3422222222222222,-0.3333333333333333,0.291970802919708,-0.06888417079499883,1,1,0,0,0,0,0,0,1
1.6370588235294117,1.4461538461538461,-0.04895605945383545,-0.3468427360679566,-0.3888888888888889,2.1666666666666665,-0.43795620437956206,0.12644491625383344,1,0,0,1,1,0,0,0,1
-0.17176470588235304,-0.46153846153846145,-0.2626923098509154,-0.0823997245086902,-0.06444444444444446,0.5,0.7007299270072993,-0.10662892191554611,1,1,0,1,1,1,0,0,1
-0.35823529411764726,0.7999999999999999,-0.7874045675427751,0.4660308887607922,-0.29666666666666663,0.5,-0.43795620437956206,0.42179759377211606,1,0,0,1,1,1,0,0,1
0.2647058823529412,-0.14892307692307685,0.10971343072296146,1.4097113775546941,0.06444444444444446,-0.16666666666666666,0.21897810218978103,16.903986789337107,1,1,1,1,1,1,0,0,1
0.19588235294117637,-0.30769230769230765,-0.442754095222703,-0.46871007556340083,-0.38,-0.3333333333333333,0.9963503649635036,-0.10662892191554611,1,1,1,1,0,1,0,0,1
0.7152941176470586,0.7076923076923076,1.0205944878831537,0.32506447706543296,0.0,-0.3333333333333333,-0.33211678832116787,0.6831799952819061,1,0,0,1,0,0,0,0,1
1.8235294117647058,-0.33353846153846145,-0.040999855268039335,-0.6742667553615217,-0.3611111111111111,-0.3333333333333333,0.5109489051094891,-0.10662892191554611,1,1,0,1,0,1,0,0,1
0.8135294117647058,0.08184615384615383,0.5060538580878898,-0.203785202678188,0.31444444444444447,-0.3333333333333333,-0.24817518248175183,1.254069355980184,1,1,1,1,0,1,0,0,1
-0.03470588235294138,1.323076923076923,0.980619853199996,1.2557153302055897,-0.3888888888888889,-0.3333333333333333,-0.43795620437956206,12.360462373201226,1,0,1,1,0,0,0,0,1
0.5341176470588235,0.1538461538461539,-0.07548915641226915,-0.7217896814989331,-0.3611111111111111,-0.3333333333333333,0.39416058394160586,-0.10662892191554611,1,0,0,1,0,1,0,0,1
1.4852941176470589,0.6615384615384615,0.1757046692152215,-0.3829042912870442,1.5366666666666664,0.5,-0.43795620437956206,-0.10662892191554611,1,1,0,1,1,0,0,0,1
1.1176470588235294,-0.4873846153846153,-0.6180125761120765,0.11197441918419336,2.9444444444444446,3.0,-0.43795620437956206,14.047652748289691,1,1,0,1,1,0,0,0,1
-0.3188235294117648,-0.39999999999999997,-0.7263282213195092,-0.7098396157380205,-0.20333333333333334,-0.3333333333333333,0.656934306569343,-0.10662892191554611,1,1,0,1,0,0,0,1,1
-0.35294117647058826,-0.21046153846153842,-0.797694415087624,0.5302427495127641,0.18555555555555556,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,1,1,0,0,0,0,1
1.5241176470588234,0.6356923076923077,0.4635808725625583,0.11437793645862473,2.8144444444444443,1.5,-0.3284671532846715,0.17645671148855863,1,1,0,1,1,1,0,0,1
0.32823529411764696,-0.15384615384615383,0.006986509343208764,0.23998940345708075,1.258888888888889,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,0,1,0,1,0,0,1
-0.06411764705882372,-0.27199999999999996,-0.9130753283281804,-1.0055754703288444,0.05555555555555555,0.16666666666666666,0.9124087591240876,0.42179759377211606,1,1,1,1,1,1,0,0,1
1.0194117647058822,-0.030769230769230715,-0.8288845679910953,0.8887096253986586,-0.3888888888888889,-0.3333333333333333,-0.072992700729927,0.799245104977589,1,0,0,1,0,0,0,0,1
1.8970588235294117,0.09230769230769234,-0.8605131686965753,-0.6687176829074682,0.5,0.3333333333333333,-0.43795620437956206,-0.013210662892191555,1,0,0,1,1,0,0,0,1
1.1029411764705883,-0.15384615384615383,-0.6133563871885921,-0.02635082192834326,2.6944444444444446,0.0,1.4562043795620438,1.5012974758197688,1,0,0,1,1,1,0,0,1
0.5094117647058821,0.2769230769230769,0.8936449828491867,-0.11469212515341393,0.5555555555555556,1.6666666666666667,-0.09854014598540146,-0.10662892191554611,1,1,0,1,1,1,0,0,1
0.26941176470588224,-0.21538461538461534,-0.2170395731597233,-2.065496083534625,0.16666666666666666,-0.3333333333333333,-0.43795620437956206,-0.10474168435951875,0,0,1,0,0,1,0,0,0
-0.24058823529411785,-0.4406153846153845,1.0262992231762655,-0.6017663200015934,0.0,-0.3333333333333333,1.0218978102189782,-0.10662892191554611,0,0,0,1,0,0,0,0,0
-0.4023529411764708,-0.33353846153846145,-0.9530945658665929,-1.1195135087205224,-0.37,-0.3333333333333333,0.8613138686131386,-0.10662892191554611,0,1,0,0,0,1,0,0,0
-0.7941176470588236,0.3384615384615384,0.9603134953901133,-0.8960513479406108,-0.16666666666666666,-0.3333333333333333,1.7518248175182483,-0.10662892191554611,0,1,0,0,0,0,0,0,0
-0.3382352941176471,-0.1335384615384615,0.42291086892028057,-2.192671053674105,-0.3522222222222222,-0.3333333333333333,0.145985401459854,0.89171974522293,0,1,1,0,0,0,0,0,0
2.401764705882353,0.21538461538461534,0.47642920584183224,-1.082026498330219,-0.3888888888888889,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,0,0,0,0,0,0,0,1,0
0.25470588235294106,-0.21538461538461534,-0.10146588352741745,-1.560517665071717,1.1666666666666667,-0.3333333333333333,0.583941605839416,-0.10662892191554611,0,1,1,0,0,1,0,0,0
-0.33352941176470596,-0.2972307692307692,-0.18424663990664983,-1.3141886278204147,-0.3888888888888889,-0.16666666666666666,0.291970802919708,-0.056617126680820945,0,0,0,0,1,0,0,0,0
-0.3923529411764707,-0.42584615384615376,-0.1897215781253079,-1.802481916570829,-0.3244444444444444,-0.16666666666666666,1.094890510948905,0.16041519226232603,0,1,0,0,1,0,0,0,0
-0.23058823529411776,-0.45661538461538453,0.9910754424376018,-1.5138511972421618,-0.16666666666666666,-0.3333333333333333,0.0,-0.10568530313753244,0,1,0,0,0,1,0,0,0
-0.4658823529411766,0.10276923076923072,-0.9869194993539856,-1.4254328064825494,-0.3244444444444444,-0.3333333333333333,0.072992700729927,0.06699693323897146,0,1,1,0,0,0,0,0,0
-0.33352941176470596,-0.43076923076923074,0.020314039624905248,-0.36111333834400544,-0.2777777777777778,-0.3333333333333333,0.7299270072992701,-0.10662892191554611,0,1,0,1,0,1,0,1,0
-0.47058823529411764,-0.42030769230769227,-0.3417214855035162,-1.2809788302998228,0.05555555555555555,-0.3333333333333333,0.43795620437956206,-0.10662892191554611,0,1,1,0,0,1,0,1,0
1.1811764705882353,2.7181538461538457,-0.9791239580404577,-1.1036520309691866,-0.3888888888888889,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,0,1,1,1,0,1,0,0,0
1.3623529411764703,-0.15384615384615383,0.20586434506328738,-0.3776572329345289,-0.05555555555555555,-0.3333333333333333,0.21897810218978103,-0.10285444680349139,0,1,1,0,0,0,0,0,0
-0.34823529411764714,0.8923076923076921,-0.25988716257899347,-1.6231516394968355,-0.29666666666666663,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,0,1,0,0,0,0,0,0,0
-0.6323529411764706,0.7335384615384615,-0.798740838798346,-2.02630651613984,-0.3888888888888889,-0.3333333333333333,-0.43795620437956206,-0.059447983014861996,0,0,0,0,0,0,0,0,0
0.7988235294117646,-0.30769230769230765,-0.24760762794165944,-0.24961807441316677,-0.3888888888888889,-0.3333333333333333,0.10948905109489052,-0.10568530313753244,0,1,1,0,0,1,0,0,0
-0.058823529411764705,-0.27199999999999996,-0.40679645163689615,-0.4870138029614985,-0.3333333333333333,-0.3333333333333333,0.21897810218978103,-0.059447983014861996,0,0,0,0,0,1,0,0,0
0.004705882352941076,-0.33846153846153837,0.2871624891019284,-0.8706474710140986,-0.05555555555555555,-0.3333333333333333,-0.43795620437956206,0.10568530313753244,0,1,1,1,0,1,0,0,0
0.5341176470588235,0.3384615384615384,-0.20773181441680139,-0.45691301497352393,2.1666666666666665,0.8333333333333334,0.656934306569343,-0.10191082802547771,0,1,0,1,1,1,0,0,0
0.004705882352941076,-0.3796923076923076,-0.14507677064738028,-0.5179166107303469,-0.2777777777777778,-0.3333333333333333,0.583941605839416,-0.10662892191554611,0,1,0,1,0,0,0,1,0
-0.3041176470588236,-0.18461538461538454,0.46925084532938177,-0.18174541679353068,0.6111111111111112,-0.3333333333333333,0.145985401459854,-0.08303845246520405,0,1,0,0,0,0,0,0,0
0.048823529411764606,-0.3895384615384615,0.7478222022161266,-0.2625084757986141,-0.16666666666666666,-0.3333333333333333,0.583941605839416,-0.09436187780136825,0,0,1,0,0,0,0,0,0
0.19117647058823528,-0.1384615384615384,-0.7379669325668701,-1.2275464047065585,0.2866666666666667,0.0,0.291970802919708,-0.10285444680349139,0,0,0,0,1,1,0,0,0
-0.578823529411765,-0.472,0.2377627905850071,-0.5704280969527151,-0.3522222222222222,-0.16666666666666666,0.291970802919708,-0.10568530313753244,0,1,1,0,1,0,0,0,0
-0.11294117647058834,0.03076923076923078,0.3890587502036774,-1.3645266730734902,0.16666666666666666,-0.3333333333333333,0.291970802919708,1.0351497994810097,0,1,1,0,0,0,0,0,0
-0.08823529411764706,-0.36923076923076914,0.8590710304984821,-1.736931041899764,-0.3888888888888889,-0.16666666666666666,-0.10218978102189781,0.17645671148855863,0,0,0,0,1,0,0,0,0
1.088235294117647,0.19507692307692312,-0.074136872362548,-0.3903788081912096,0.8333333333333334,-0.3333333333333333,1.2591240875912408,0.03491389478650625,0,1,0,0,0,0,0,0,0
-0.2894117647058825,-0.472,0.05317766154336105,-0.5792203017372352,-0.38,0.0,0.029197080291970802,-0.10096720924746402,0,1,1,0,1,0,0,0,0
0.7594117647058821,-0.30769230769230765,-0.9670811168336414,-0.6218674754824259,-0.3422222222222222,-0.3333333333333333,0.145985401459854,-0.10662892191554611,0,1,0,1,0,0,0,0,0
-0.13764705882352962,1.0769230769230766,1.0036864994642316,-1.5309032047961664,-0.3888888888888889,-0.3333333333333333,0.072992700729927,0.9407879216796414,0,1,0,0,0,1,0,0,0
0.6323529411764706,-0.3126153846153846,0.9387975066099514,-0.07827088641913713,-0.3522222222222222,-0.3333333333333333,1.0218978102189782,-0.10662892191554611,0,1,1,0,0,0,0,1,0
0.3870588235294117,-0.1335384615384615,-0.533596469803923,-0.8803680172347421,0.4444444444444444,-0.3333333333333333,2.0437956204379564,-0.10662892191554611,0,1,0,1,0,1,0,0,0
-0.578823529411765,-0.08738461538461537,-0.7209289045256877,-1.3832916737785927,-0.3888888888888889,-0.3333333333333333,0.21897810218978103,-0.10568530313753244,0,1,1,0,0,1,0,0,0
0.9505882352941174,0.3384615384615384,-0.9772360033728785,-0.8547856761875905,-0.027777777777777776,-0.3333333333333333,0.145985401459854,-0.10474168435951875,0,1,1,0,0,0,0,0,0
1.2988235294117647,-0.451076923076923,-0.44883598956371157,-0.9045944792437259,-0.3888888888888889,-0.3333333333333333,0.09124087591240876,-0.10662892191554611,0,1,0,0,0,0,0,0,0
-0.5588235294117647,-0.030769230769230715,0.6646530677169944,-1.220430609158439,-0.16666666666666666,-0.3333333333333333,0.8759124087591241,0.8369898560981364,0,1,1,0,0,1,0,0,0
-0.42176470588235304,0.8923076923076921,0.2033069099932184,-1.0731877545639563,-0.2777777777777778,-0.3333333333333333,-0.072992700729927,-0.04246284501061571,0,1,0,1,0,1,0,0,0
-0.18176470588235313,-0.523076923076923,-0.37911181293336776,-0.2303225030754894,-0.3888888888888889,-0.3333333333333333,0.0,-0.10662892191554611,1,0,0,0,0,0,1,0,1
-0.4852941176470588,-0.42030769230769227,0.3628420527309559,-0.7378080950600772,-0.036666666666666674,-0.16666666666666666,-0.43795620437956206,-0.10662892191554611,1,0,0,1,1,0,0,0,1
0.9117647058823529,0.29723076923076924,0.013934804020775684,0.3996008247721113,1.25,0.16666666666666666,-0.43795620437956206,-0.10662892191554611,1,0,0,1,1,1,0,0,1
0.3576470588235293,1.323076923076923,-0.7983661560842662,0.024437322465322864,0.8055555555555556,1.1666666666666667,-0.43795620437956206,0.019815994338287332,1,1,0,1,1,1,0,0,1
-0.48058823529411776,0.7076923076923076,0.5007527763799265,0.7619817039179406,0.16666666666666666,-0.3333333333333333,-0.291970802919708,-0.10662892191554611,1,1,1,1,0,0,0,1,1
-0.35294117647058826,-0.5027692307692306,0.8014127481379488,-1.310703988078171,0.1111111111111111,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,0,0,0,1,0,1,1
-0.3876470588235296,-0.42092307692307684,-0.09504029599221984,1.318348583011351,0.09222222222222223,-0.3333333333333333,0.029197080291970802,-0.10662892191554611,1,1,0,0,0,1,0,0,1
0.8329411764705881,0.046153846153846205,0.5415650491581745,0.614677959956765,0.6288888888888889,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,0,1,0,0,0,1,1
-0.5735294117647058,0.6153846153846153,-0.902967031399303,0.17742732856066928,-0.16666666666666666,0.3333333333333333,-0.145985401459854,0.3651804670912951,1,0,1,1,1,1,0,0,1
-0.47058823529411764,-0.15384615384615383,-0.4941862395398341,0.6318548349936771,-0.3522222222222222,0.16666666666666666,-0.072992700729927,-0.10096720924746402,1,0,0,1,1,0,0,0,1
0.21529411764705864,-0.45661538461538453,0.32772297073601714,-1.1195844734241531,-0.38,-0.3333333333333333,1.167883211678832,10.440198159943384,1,0,0,1,0,0,0,0,1
0.014705882352941176,1.323076923076923,-0.732134439778988,-0.1555075884295767,0.7966666666666666,1.5,-0.43795620437956206,2.047652748289691,1,1,0,1,1,0,0,0,1
1.421176470588235,1.323076923076923,0.6454294585299618,1.0789077578699022,0.8333333333333334,2.0,-0.43795620437956206,1.9693323897145554,1,0,0,1,1,0,0,0,1
-0.47058823529411764,-0.2972307692307692,0.4834598744738568,0.9476221049278859,0.07444444444444444,0.5,0.36496350364963503,2.2552488794527012,1,0,0,1,1,0,0,0,1
0.4458823529411764,0.09230769230769234,0.7157329851376403,0.49403002597191464,0.16666666666666666,0.6666666666666666,-0.43795620437956206,0.23967916961547533,1,1,0,1,1,0,0,0,1
-0.4905882352941178,0.7076923076923076,-0.11843014932400077,-0.8078815659832709,-0.16666666666666666,0.3333333333333333,-0.25547445255474455,1.2757725878744988,1,0,0,1,1,0,0,0,1
-0.17176470588235304,-0.43076923076923074,0.06117482823149935,0.43207106085394337,-0.3333333333333333,-0.3333333333333333,0.8357664233576643,-0.08492569002123142,1,1,0,1,0,0,0,0,1
-0.029411764705882353,-0.47692307692307684,-0.26403233289949907,0.3958955717785764,-0.2588888888888889,0.3333333333333333,-0.145985401459854,-0.10662892191554611,1,0,0,1,1,0,0,0,1
-0.27941176470588236,-0.44123076923076915,-0.12624122429968299,-0.8403600350859536,-0.3522222222222222,-0.3333333333333333,-0.072992700729927,-0.10662892191554611,1,1,0,0,0,0,0,0,1
1.6076470588235292,1.0153846153846153,-0.16080525689184588,1.082702218323097,1.3888888888888888,-0.3333333333333333,-0.35036496350364965,1.8070299598962019,1,1,0,1,0,1,0,0,1
-0.4658823529411766,0.7384615384615385,0.4883646042264001,-1.1491337310173064,-0.23111111111111113,0.0,-0.2591240875912409,-0.10662892191554611,1,0,0,1,1,1,0,0,1
0.10764705882352932,0.2769230769230769,-0.20120133677557756,-0.14891309179865173,0.5,0.8333333333333334,-0.43795620437956206,2.7855626326963905,1,0,0,1,1,1,0,0,1
1.0094117647058822,0.769230769230769,-0.29265437121320487,-0.8161300469823818,0.7222222222222222,0.8333333333333334,-0.43795620437956206,-0.10662892191554611,1,0,0,1,1,1,0,0,1
0.6076470588235293,0.09230769230769234,-0.6509897613992592,-0.30054894090202483,0.3888888888888889,1.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,0,1,1,1,0,0,1
-0.3876470588235296,0.8307692307692307,-0.5317734643546931,2.1203106398035905,-0.2411111111111111,-0.3333333333333333,-0.072992700729927,-0.10662892191554611,1,1,0,1,0,0,0,0,1
-0.024705882352941275,0.10769230769230777,-0.6119758044735939,-0.8649034629308906,0.6666666666666666,0.0,1.094890510948905,-0.10002359046945034,1,1,0,1,1,0,0,0,1
-0.578823529411765,0.020307692307692332,0.34817197979703884,0.05342694784632324,0.2777777777777778,-0.3333333333333333,0.43795620437956206,-0.10662892191554611,1,0,1,1,0,0,0,0,1
0.0,-0.39507692307692305,-0.0775714878454952,-0.13934881443659233,0.16666666666666666,0.5,0.656934306569343,1.2427459306440198,1,0,0,1,1,1,0,0,1
-0.3629411764705883,0.5181538461538461,-0.5461042897128996,0.17921791219313485,0.15777777777777777,-0.3333333333333333,0.16058394160583941,-0.10662892191554611,1,0,1,0,0,0,0,0,1
0.0,0.769230769230769,-0.9128539635868207,0.10622897332908383,1.0555555555555556,-0.3333333333333333,-0.43795620437956206,-0.10662892191554611,1,1,0,1,0,0,0,0,1
0.4358823529411763,-0.21046153846153842,0.02670933402022243,-1.296078354545064,-0.3888888888888889,-0.3333333333333333,-0.43795620437956206,0.8369898560981364,0,1,0,0,0,0,0,0,0
0.7152941176470586,-0.09230769230769227,-0.3244955274935437,-0.5267262163816459,-0.2777777777777778,-0.3333333333333333,3.795620437956204,-0.10662892191554611,0,1,0,0,0,0,0,1,0
-0.5100000000000001,-0.36923076923076914,0.49913049881204985,-2.2028508559476405,-0.3611111111111111,-0.3333333333333333,0.072992700729927,-0.10285444680349139,0,1,1,0,0,0,0,0,0
0.8576470588235293,2.5796923076923073,-0.7203865782782277,-1.5332581166334212,-0.3422222222222222,-0.16666666666666666,2.335766423357664,-0.0217032318943147,0,1,0,1,1,0,0,0,0
1.3917647058823528,-0.3538461538461538,0.056863871526403945,-0.4906653827819154,1.7133333333333336,-0.3333333333333333,0.291970802919708,-0.012267044114177872,0,1,1,1,0,1,0,0,0
-0.5494117647058826,0.8203076923076922,0.40894614361598636,-0.813584168422438,-0.2588888888888889,0.0,0.291970802919708,-0.10002359046945034,0,1,0,0,1,1,0,0,0
-0.29941176470588254,-0.4664615384615384,-0.5164040188860312,-0.9599846526869753,0.19444444444444445,0.6666666666666666,0.32116788321167883,0.2208067940552017,0,1,1,1,1,1,0,0,0
2.3823529411764706,0.5846153846153845,-0.24224173779461974,-0.6715838401922333,0.5,-0.16666666666666666,-0.18248175182481752,-0.10096720924746402,0,1,0,0,1,0,0,0,0
-0.22058823529411764,-0.36923076923076914,-0.13452444106257286,-0.8245763282208239,-0.3888888888888889,-0.3333333333333333,-0.145985401459854,-0.10662892191554611,0,0,0,1,0,0,0,0,0
-0.29941176470588254,-0.451076923076923,-0.8788966146999739,-0.3104822937645467,-0.3611111111111111,-0.3333333333333333,0.0,-0.024534088228355743,0,0,1,0,0,0,0,0,0
-0.5100000000000001,-0.523076923076923,0.1601633759305969,-2.710662789353014,-0.2777777777777778,-0.3333333333333333,0.08759124087591241,-0.10662892191554611,0,1,0,0,0,0,0,0,0
